Name,DIY,Stack Size,Buy,Sell,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID
bamboo lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceBamboo,3403,XaLnmQsQ47HfHQ9g5
barbed-wire fence,Yes,50,NFS,1980,Crafting,,1.0.0,ItemFenceBarbedWire,5213,dNgibaR9jFqaDwuDZ
brick fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceWallRenga,3080,WAzanA7e5MREzJdMh
Bunny Day fence,Yes,50,NFS,2400,Crafting,,1.1.0a,ItemFenceEgg,12630,CLQGhAfSNykpxrh3a
corral fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceHorizontalWood,4349,rqwqYy7Aphvh5zBSA
country fence,Yes,50,NFS,720,Crafting,,1.0.0,ItemFenceLog,4350,twwkbWJ8YsoJEy3j8
hedge,Yes,50,NFS,55,Crafting,,1.2.0,ItemFenceIkegaki,12758,TphLYSh2MdogHdheg
imperial fence,Yes,50,NFS,1200,Crafting,,1.0.0,ItemFenceChinese,4354,fHqt7TXfbhfKnPbwG
iron fence,Yes,50,NFS,4500,Crafting,,1.0.0,ItemFenceSteel,4357,RL5hL24NbwzE7zv3R
iron-and-stone fence,Yes,50,NFS,3150,Crafting,,1.0.0,ItemFenceIronAndStone,5206,kjSa4R6JQz2DtWQ2C
lattice fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceLatiiceNatural,11712,qBrhYgaCnEiQYouP6
rope fence,Yes,50,NFS,3000,Crafting,,1.0.0,ItemFencePegRope,4352,TpruAQnqeeYcDxPRj
simple wooden fence,Yes,50,NFS,720,Crafting; Tom Nook,50 fences are given by Tom Nook after completing the three house plots during the main storyline,1.0.0,ItemFenceNatural,11711,bxF62vutvYBw9BTDT
spiky fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceSharply,4358,gYccyRpBzpFCLLW56
stone fence,Yes,50,NFS,600,Crafting,,1.0.0,ItemFenceStone,5212,ECNmTH3oh3SEDpHCr
straw fence,Yes,50,NFS,560,Crafting,,1.0.0,ItemFenceDriedStraw,4356,yp69uEZTdfS9CkisA
vertical-board fence,Yes,50,NFS,960,Crafting,,1.0.0,ItemFenceVerticalWood,3402,M9pkSgdAaKgQELi3E
wedding fence,Yes,50,NFS,411,Crafting,,1.2.0,ItemFenceJuneBride,12894,68uMh2zjCmeJukYhv
zen fence,Yes,50,NFS,3300,Crafting,,1.0.0,ItemFenceJapanese,5207,yZeqREzefxeSiLAaP﻿Name,Award Criteria,#,Internal ID,Internal Name,Internal Category,Num of Tiers,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Reward Tier 1,Reward Tier 2,Reward Tier 3,Reward Tier 4,Reward Tier 5,Reward Tier 6,Sequential,Version,Unique Entry ID
(island name) Miles!,Awarded when Nook Miles program is first unlocked,1,53,ImmigratetoIsland,Event,1,1,0,0,0,0,500,500,1000,2000,3000,0,Yes,1.0.0,QvQq6d4qJgCiBkMLX
brown wedding flooring,,No,3000,750,None,None,NA,Wedding Season,,1.2.0,party,expensive,wedding,Tile Floors,Not for sale,RoomTexFloorMarbleTile01,12433,hmyWP64oXEsMwBPua
brown-brick flooring,No,No,1040,260,Brown,Brown,NA,Nook's Cranny,,1.0.0,facility,shop,None,Brick,For sale,RoomTexFloorBrick03,6849,pjTr8dw3cyN8eeZYv
Bunny Day flooring,No,Yes,NFS,4800,None,None,NA,Crafting,,1.1.0,fancy,child's room,Bunny Day,Dot,Not for sale,RoomTexFloorEaster00,12423,Q9QJSyTM3AzAWLBvD
camo flooring,No,No,1320,330,Black,Green,NA,Nook's Cranny,,1.0.0,party,child's room,None,Camouflage,For sale,RoomTexFloorCamouflage00,5015,DuqT3X6msNdXFvLHi
cherry-blossom flooring,No,Yes,NFS,4400,Pink,Pink,NA,Crafting,,1.0.0,garden,fancy,cherry blossoms,Nature - Fallen Leaves,Not for sale,RoomTexFloorSakura00,7204,ZhWmRmGQN5gZCao4y
circuit-board flooring,No,No,3000,750,Green,Green,NA,Saharah,,1.0.0,facility,None,None,Machine Floor,Not for sale,RoomTexFloorGeek00,5082,mqiB9cY9EEtRXQoFS
cloud flooring,Yes,No,3000,750,White,White,NA,Saharah,,1.0.0,fancy,None,None,Special Nature Floors,Not for sale,RoomSpFloorCloud00,5267,Gp6CWrou6RqPRPLH3
colored-leaves flooring,No,Yes,NFS,4300,Orange,Orange,NA,Crafting,,1.0.0,garden,None,tree's bounty or leaves,Nature - Fallen Leaves,Not for sale,RoomTexFloorAutumun00,4990,ZNpkS7gSLvRFR3qv4
colorful mosaic-tile flooring,No,No,900,225,Colorful,White,NA,Nook's Cranny,,1.0.0,bathroom,facility,None,Tile Floors,For sale,RoomTexFloorTile02,5037,FMtGXChPSm2y6edqK
colorful puzzle flooring,No,No,1450,362,Colorful,Colorful,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Puzzle Mat,For sale,RoomTexFloorPuzzleMat01,4957,snnsfZxLf3bLFCmSD
colorful tile flooring,No,No,1620,405,Colorful,Colorful,NA,Nook's Cranny,,1.0.0,living room,child's room,None,Panel,For sale,RoomTexFloorPanel01,5068,ANgxpCY6rprKk56wT
common flooring,No,No,720,180,Brown,Brown,NA,Nook's Cranny,,1.0.0,living room,school,None,Wood Floors,For sale,RoomTexFloorCommon00,5018,GQX6Cd7FiDHBwkfAv
concrete flooring,No,No,820,205,Gray,Gray,NA,Nook's Cranny,,1.0.0,garage,facility,None,Stone Floors,For sale,RoomTexFloorConcrete00,4951,r6hpZDG5eaceYuE3x
construction-site flooring,No,No,3000,750,Brown,White,NA,Saharah,,1.0.0,garage,facility,None,Sidewalk,Not for sale,RoomTexFloorConstruction00,5235,25pmfNgicXrDwQhZ9
cool vinyl flooring,No,No,1150,287,Blue,Gray,NA,Nook's Cranny,,1.0.0,expensive,None,None,Tile Checker,For sale,RoomTexFloorTileChecker03,6844,RpwPS8ETt7nPHGTqR
cool-paint flooring,No,No,2200,550,Colorful,Colorful,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Colorful Wood,For sale,RoomTexFloorColorfulWood01,5071,P5vNHW2McCcqGk2Ru
cork flooring,No,No,1500,375,Beige,Beige,NA,Nook's Cranny,,1.0.0,school,music,None,Wood Floors,For sale,RoomTexFloorCork00,4969,YSWAiTZFDQXzbH8xM
crop-circles flooring,No,No,3000,750,Green,Green,NA,Saharah,,1.0.0,garden,None,None,Nature - Green,Not for sale,RoomTexFloorCropCircles00,5243,zvSD2W9Wsxs2wX82T
crosswalk flooring,No,No,3000,750,Beige,Black,NA,Saharah,,1.0.0,facility,None,None,Sidewalk,Not for sale,RoomTexFloorSidewalk00,5007,DpkSGAyAuXwcmKcYT
cubic parquet flooring,No,No,1500,375,Orange,Orange,NA,Nook's Cranny,,1.0.0,living room,child's room,None,Simple Parquet,For sale,RoomTexFloorHoneycombWood00,4987,pTqSAheGagvxyCivv
cute blue-tile flooring,No,No,780,195,Blue,Blue,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Tile Floors,For sale,RoomTexFloorCute02,7221,QsGtuf59hbErv942T
cute red-tile flooring,No,No,780,195,Red,Pink,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Tile Floors,For sale,RoomTexFloorCute01,7220,TmfKeSsDh7FMpA6jG
cute white-tile flooring,No,No,780,195,White,White,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Tile Floors,For sale,RoomTexFloorCute00,7219,bXxKjx8AJp7PRKLZA
cute yellow-tile flooring,No,No,780,195,Yellow,Yellow,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Tile Floors,For sale,RoomTexFloorCute03,7222,CSeg3aQXkhPjwXSJS
cute-paint flooring,No,No,2200,550,Pink,Orange,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Colorful Wood,For sale,RoomTexFloorColorfulWood00,5070,W6ohXRHoCKsN4YLB8
daisy meadow,No,No,3000,750,Green,Green,NA,Saharah,,1.0.0,garden,None,None,Grassland,Not for sale,RoomTexFloorGrassland00,5005,3wxzHxXFvLCZ9CKg2
dark herringbone flooring,No,No,1200,300,Brown,Brown,NA,Nook's Cranny,,1.0.0,living room,shop,None,Herringbone,For sale,RoomTexFloorHerringbone01,5062,B2ZTCrRr7jnNR2ovs
dark parquet flooring,No,No,1560,390,Black,Gray,NA,Nook's Cranny,,1.0.0,living room,None,None,Country,For sale,RoomTexFloorCountry01,5025,rco8xXCvWkLSFYCRA
dark wood-pattern flooring,No,No,1500,375,Black,Black,NA,Nook's Cranny,,1.0.0,living room,shop,None,Simple Parquet,For sale,RoomTexFloorSimpleParquet01,4992,XtDikpNN55jn8zrja
dark-block flooring,No,No,1380,345,Brown,Brown,NA,Nook's Cranny,,1.0.0,school,None,None,Parquet,For sale,RoomTexFloorParquet01,5035,Brfw5JnsZKhxqhWYf
dark-chocolates flooring,No,No,3000,750,Brown,Brown,NA,Saharah,,1.0.0,fancy,None,None,Chocolate,Not for sale,RoomTexFloorChocolate00,5050,hyLXZQ7stKXetPcQv
dig-site flooring,No,No,3000,750,Brown,Beige,NA,Saharah,,1.0.0,garden,horror,None,Nature - Brown,Not for sale,RoomTexFloorStratum00,5011,4niZnD4Hiwrg9tF2G
dirt flooring,No,No,3000,750,Brown,Black,NA,Saharah,,1.0.0,garden,outdoors,None,Nature - Brown,Not for sale,RoomTexFloorCottonSoil00,4981,LYgxhvWvyPWAzWieZ
field flooring,No,No,3000,750,Brown,Brown,NA,Saharah,,1.0.0,garden,None,None,Nature - Brown,Not for sale,RoomTexFloorFarm00,4980,2zmEMZxmYHHNEGTQR
flagstone flooring,No,No,1700,425,Beige,Beige,NA,Nook's Cranny,,1.0.0,shop,facility,None,Stone Floors,For sale,RoomTexFloorFlagStone00,5031,NtuoKtiMbKoiY2xoy
floral mosaic-tile flooring,No,No,1080,270,White,White,NA,Nook's Cranny,,1.0.0,bathroom,facility,None,Tile Floors,For sale,RoomTexFloorMosaicTile00,4993,5wjjJXuu2A9EYJGgf
floral rush-mat flooring,No,No,3000,750,White,White,NA,Saharah,,1.0.0,fancy,zen-style,None,Japanese Style,Not for sale,RoomTexFloorRush00,4977,f9aYRhv4CwtmsYPNS
flowing-river flooring,Yes,No,3000,750,Gray,Light blue,NA,Saharah,,1.0.0,garden,None,None,Special Nature Floors,Not for sale,RoomSpFloorRiver00,5273,2EL3sCGxkgTQj533G
forest flooring,No,Yes,NFS,35000,Brown,Brown,NA,Crafting,,1.0.0,garden,horror,mush,Nature - Fallen Leaves,Not for sale,RoomTexFloorMushForest00,7186,ec3NaTs5Pk8z6HCC6
future-tech flooring,Yes,No,3000,750,Black,Black,NA,Saharah,,1.0.0,horror,folk art,None,Special Inorganic Floors,Not for sale,RoomSpFloorTechnology00,5250,eZweMfrfieMDtihv7
galaxy flooring,No,Yes,NFS,7500,Blue,Blue,NA,Crafting,,1.0.0,space,None,None,Special Nature Floors,Not for sale,RoomSpFloorGalaxy00,5269,XhFQDs3H9uCdikzkW
garbage-heap flooring,No,Yes,NFS,120,White,White,NA,Crafting,,1.0.0,horror,garage,None,Decadence,Not for sale,RoomTexFloorGarbage00,5236,iY9f7H5NjXBxxB6HQ
giraffe-print flooring,No,No,1300,325,Beige,Beige,NA,Nook's Cranny,,1.0.0,party,fancy,None,Animal Floor,For sale,RoomTexFloorAnimal01,4961,umJmHnuMQRMEeXB7Y
gold iron-parquet flooring,No,No,2350,587,Beige,Beige,NA,Nook's Cranny,,1.0.0,expensive,living room,None,Iron Parquet,For sale,RoomTexFloorParquetIron00,5064,R7g62hAfWLaJ2muuy
golden flooring,No,Yes,NFS,40000,Yellow,Yellow,NA,Crafting,,1.0.0,expensive,horror,golden,Luxury,Not for sale,RoomTexFloorGold00,5021,YrHA4R4RmkJLeYvJy
gravel flooring,No,No,3000,750,Gray,Gray,NA,Saharah,,1.0.0,garden,facility,None,Stone Floors,Not for sale,RoomTexFloorGravel00,4978,9jLaEjCCsiMHGLf9Y
gray argyle-tile flooring,No,No,1440,360,Gray,White,NA,Nook's Cranny,,1.0.0,expensive,facility,None,Argyle,For sale,RoomTexFloorArgyleTile00,5080,L5HHMxTjeAv2hLukh
gray vinyl flooring,No,No,1150,287,Gray,White,NA,Nook's Cranny,,1.0.0,expensive,None,None,Tile Checker,For sale,RoomTexFloorTileChecker00,5046,hazZe9YtvTt7T8WJD
green floral flooring,No,No,1520,380,Green,Green,NA,Nook's Cranny,,1.0.0,shop,living room,None,Deco Wood,For sale,RoomTexFloorDecoWood03,6847,AaKjHGFteG5h2GBQn
green honeycomb tile,No,No,1420,355,Green,Green,NA,Nook's Cranny,,1.0.0,bathroom,facility,None,Honeycomb,For sale,RoomTexFloorHoneycomb02,5041,3T2nKNCHMxxQXkucQ
green retro flooring,No,No,1540,385,Green,Green,NA,Nook's Cranny,,1.0.0,kitchen,shop,None,Kitchen Floors,For sale,RoomTexFloorKitchen01,5045,RRFkhjtia4ayJy2cH
green rubber flooring,No,No,850,212,Green,Green,NA,Nook's Cranny,,1.0.0,fitness,school,None,Rubber,For sale,RoomTexFloorRubber00,4952,raqdEHfoLLbgfxpcR
green vinyl flooring,No,No,1150,287,Green,White,NA,Nook's Cranny,,1.0.0,expensive,None,None,Tile Checker,For sale,RoomTexFloorTileChecker02,5048,zBGakmC9vX4Epuduf
green wedding flooring,,No,3000,750,None,None,NA,Wedding Season,,1.2.0,party,expensive,wedding,Tile Floors,Not for sale,RoomTexFloorMarbleTile02,12434,uhmt88jsXSHpkqswZ
green-paint flooring,No,No,1040,260,Green,Green,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Painted Wood,For sale,RoomTexFloorPaintWood01,5058,ZdsDu7KBmtngBLoe4
hexagonal floral flooring,No,No,860,215,White,White,NA,Nook's Cranny,,1.0.0,zen-style,shop,None,Tile Floors,For sale,RoomTexFloorHempTile00,4972,6frp588zeZqeDBSvp
highway flooring,No,No,3000,750,Gray,Beige,NA,Saharah,,1.0.0,facility,None,None,Sidewalk,Not for sale,RoomTexFloorHighway00,5237,wrqigm79Kx7xbhPcb
honeycomb flooring,No,Yes,NFS,3000,Yellow,Yellow,NA,Crafting,,1.0.0,fancy,facility,None,Neta,Not for sale,RoomTexFloorHoney00,4999,Yi7YJpRkuc2DYxypg
ice flooring,Yes,Yes,NFS,8200,Light blue,Light blue,NA,Crafting,,1.0.0,freezing cold,facility,frozen,Special Nature Floors,Not for sale,RoomSpFloorIce00,5516,J63DSTu7u4tnwgLfR
iceberg flooring,Yes,Yes,NFS,4000,White,Light blue,NA,Crafting,,1.0.0,freezing cold,None,None,Special Nature Floors,Not for sale,RoomSpFloorIceFloe00,5253,7unCfS99xyM3swHCz
imperial tile,No,No,3000,750,White,Gray,NA,Saharah,,1.0.0,expensive,None,None,Luxury,Not for sale,RoomTexFloorDynasty00,5012,n4zrzvMvJmXvpMTCw
jointed-mat flooring,No,No,1050,262,Beige,Beige,NA,Nook's Cranny,,1.0.0,school,child's room,None,Cloth Floors,For sale,RoomTexFloorJointMat00,4955,RfPqDKHG6QR5FhwXY
jungle flooring,No,Yes,NFS,2200,Green,Green,NA,Crafting,,1.0.0,garden,facility,None,Nature - Green,Not for sale,RoomTexFloorJungle00,5515,QrdicpjjuY4mBd37e
kitschy tile,No,No,1280,320,Pink,White,NA,Nook's Cranny,,1.0.0,party,None,None,Tile Floors,For sale,RoomTexFloorKitschTile00,5076,uWKchyhWgNxTxDikd
lava flooring,Yes,No,3000,750,Black,Orange,NA,Saharah,,1.0.0,horror,None,None,Special Inorganic Floors,Not for sale,RoomSpFloorVolcano00,5274,uT9YnwivAEZ938FKB
leopard-print flooring,No,No,1300,325,Orange,Brown,NA,Nook's Cranny,,1.0.0,party,fancy,None,Animal Floor,For sale,RoomTexFloorAnimal00,4959,GsWLFhWAiRsNrY2XC
light herringbone flooring,No,No,1200,300,Beige,Beige,NA,Nook's Cranny,,1.0.0,living room,shop,None,Herringbone,For sale,RoomTexFloorHerringbone00,5061,GQXNBcZoQRYRyRYGP
light parquet flooring,No,No,1560,390,Beige,Brown,NA,Nook's Cranny,,1.0.0,living room,shop,None,Country,For sale,RoomTexFloorCountry00,5022,HqokjwEnZtgcjNSgH
light wood-pattern flooring,No,No,1500,375,Beige,Beige,NA,Nook's Cranny,,1.0.0,living room,shop,None,Simple Parquet,For sale,RoomTexFloorSimpleParquet00,4991,osG5BdoAX86kEitnu
lobby flooring,No,No,3000,750,Purple,Black,NA,Saharah,,1.0.0,facility,party,None,Cloth Floors,Not for sale,RoomTexFloorLobby00,5034,nQCnxLKNXAQ7JqtyB
lunar surface,No,Yes,NFS,7500,White,Gray,NA,Crafting,,1.0.0,space,None,stars,Nature - White,Not for sale,RoomTexFloorLunar00,4968,n8j4WToan9efgnJDM
marine pop flooring,No,No,2020,505,Blue,Blue,NA,Nook's Cranny,,1.0.0,child's room,fancy,None,Cloth Floors,For sale,RoomTexFloorFishPop00,5024,yajaXefi94Mx32KAy
mint dot flooring,No,No,800,200,Green,Green,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Dot,For sale,RoomTexFloorDot01,5026,CCEfvKqoZ7TQXWFqM
modern wood flooring,No,No,1280,320,Brown,Brown,NA,Nook's Cranny,,1.0.0,living room,child's room,None,Wood Floors,For sale,RoomTexFloorMixwood00,5044,jBLBPkiSgmkL52L5n
money flooring,No,Yes,NFS,25000,White,White,NA,Crafting,,1.0.0,expensive,None,None,Decadence,Not for sale,RoomTexFloorBill00,4986,M9tBbGtQcTpPWCGeQ
monochromatic dot flooring,No,No,800,200,Gray,White,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Dot,For sale,RoomTexFloorDot00,5023,CJ6ukTuEqDXvFx5kM
monochromatic tile flooring,No,No,1620,405,Black,White,NA,Nook's Cranny,,1.0.0,den,living room,None,Panel,For sale,RoomTexFloorPanel00,5067,wyRDyuntjJqsgxEvz
mossy-garden flooring,No,No,3000,750,Green,Green,NA,Saharah,,1.0.0,zen-style,garden,None,Nature - Green,Not for sale,RoomTexFloorMoss00,5234,3KGLDP2eT6i3A7jaw
natural-block flooring,No,No,1380,345,Brown,Beige,NA,Nook's Cranny,,1.0.0,school,None,None,Parquet,For sale,RoomTexFloorParquet00,5033,BaHnYrekt2ngfWeCQ
Nook Inc. flooring,No,No,NFS,6000,Brown,Brown,1200,Nook Miles Shop,,1.0.0,school,shop,None,Wood Floors,Not for sale,RoomTexFloorFirst00,6005,tHvrMW72TDM3ezhRx
oasis flooring,Yes,No,3000,750,Beige,Light blue,NA,Saharah,,1.0.0,garden,folk art,None,Special Inorganic Floors,Not for sale,RoomSpFloorOasis00,5255,Apr3HrqodwkiBk5ZQ
olive desert-tile flooring,No,No,2100,525,Yellow,Brown,NA,Nook's Cranny,,1.0.0,bathroom,facility,None,Morocco,For sale,RoomTexFloorMorocco03,6928,LwaiMzRi8kw2Xw35j
orange camo flooring,No,No,1320,330,Orange,Orange,NA,Nook's Cranny,,1.0.0,party,child's room,None,Camouflage,For sale,RoomTexFloorCamouflage03,6845,e2cw6YYcpWZdfH38F
orange retro flooring,No,No,1540,385,Orange,Orange,NA,Nook's Cranny,,1.0.0,kitchen,shop,None,Kitchen Floors,For sale,RoomTexFloorKitchen00,5043,GpDHr3gHCZSrK5bfx
paintball flooring,No,No,3000,750,White,Colorful,NA,Saharah,,1.0.0,garage,facility,None,Stone Floors,Not for sale,RoomTexFloorAtelier00,4988,vC2oYRMxbZXYazKYW
palace tile,No,No,3000,750,White,White,NA,Saharah,,1.0.0,expensive,folk art,None,Luxury,Not for sale,RoomTexFloorPalace00,5051,ZBN9trZ7YTDgN5z3Y
parking flooring,No,No,3000,750,Black,Gray,NA,Saharah,,1.0.0,facility,None,None,Sidewalk,Not for sale,RoomTexFloorParking00,4997,Lx2JZuP8F6xS28PPG
party flooring,No,No,NFS,370,Colorful,Gray,NA,Birthday,,1.0.0,party,fancy,None,Decadence,Not for sale,RoomTexFloorParty00,5241,8vy7YrhEnTpt8GjWT
pastel puzzle flooring,No,No,1450,362,White,White,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Puzzle Mat,For sale,RoomTexFloorPuzzleMat00,4956,nGtvPzJvdJb5xmQo8
patchwork-tile flooring,No,No,2100,525,White,White,NA,Nook's Cranny,,1.0.0,expensive,shop,None,Tile Floors,For sale,RoomTexFloorPatchworkTile00,4995,hCAe3badxv5faWwGE
pine-board flooring,No,No,2500,625,Beige,Beige,NA,Nook's Cranny,,1.0.0,living room,child's room,None,Wood Floors,For sale,RoomTexFloorSimple00,5019,B3GmKqXBaKNeugExA
pink-paint flooring,No,No,1040,260,Pink,Pink,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Painted Wood,For sale,RoomTexFloorPaintWood02,5059,wXCN3tKY2rDen6D6s
purple camo flooring,No,No,1320,330,Purple,Purple,NA,Nook's Cranny,,1.0.0,party,child's room,None,Camouflage,For sale,RoomTexFloorCamouflage02,5017,JZ5JuDTqYYu8PQZrJ
purple desert-tile flooring,No,No,2100,525,Purple,White,NA,Nook's Cranny,,1.0.0,bathroom,facility,None,Morocco,For sale,RoomTexFloorMorocco02,6927,4e7h4ZuzEKJb5ua3v
purple puzzle flooring,No,No,1450,362,Purple,Colorful,NA,Nook's Cranny,,1.0.0,fancy,None,None,Puzzle Mat,For sale,RoomTexFloorPuzzleMat03,7185,xi7QC9EcD34PNSdzt
pyramid tile,No,No,3000,750,Beige,Beige,NA,Saharah,,1.0.0,folk art,None,None,Luxury,Not for sale,RoomTexFloorEgypt00,5054,kcHqZKGAjAwFcQxNg
racetrack flooring,No,No,3000,750,Green,Green,NA,Saharah,,1.0.0,fitness,school,None,Sports Floor,Not for sale,RoomTexFloorAthletics00,4996,QDiAF633q7ohZqqTK
ramshackle flooring,No,No,3000,750,Beige,Beige,NA,Saharah,,1.0.0,horror,None,None,Decadence,Not for sale,RoomTexFloorRuins00,5240,tx4WSnBkFsrJZHe7b
random-square-tile flooring,No,No,1360,340,White,White,NA,Nook's Cranny,,1.0.0,facility,shop,None,Tile Floors,For sale,RoomTexFloorSquareTile00,4973,3GqKtZdottDaNdNvP
rattan flooring,No,No,1100,275,Beige,Beige,NA,Nook's Cranny,,1.0.0,facility,shop,rattan,Wood Floors,For sale,RoomTexFloorRattan00,4967,C5WxH5ZD5LcXeGL56
red dot flooring,No,No,800,200,Red,Red,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Dot,For sale,RoomTexFloorDot02,5027,RRjt2eaLkEJv9Hk6W
red-and-black vinyl flooring,No,No,1150,287,Red,Gray,NA,Nook's Cranny,,1.0.0,expensive,None,None,Tile Checker,For sale,RoomTexFloorTileChecker01,5047,y9Bcpqd5GNvw29DbR
red-brick flooring,No,No,1040,260,Red,Brown,NA,Nook's Cranny,,1.0.0,facility,shop,None,Brick,For sale,RoomTexFloorBrick01,4975,tknYxCq8ztLx7Tibi
rocky-mountain flooring,No,No,3000,750,Beige,Beige,NA,Saharah,,1.0.0,garden,None,None,Nature - Brown,Not for sale,RoomTexFloorRock00,5239,BKwXAcy5Q9mW2GJkH
rose flooring,No,No,2200,550,Red,Red,NA,Nook's Cranny,,1.0.0,fancy,expensive,None,Cloth Floors,For sale,RoomTexFloorRoseCarpet00,4958,5vGSvnYMFe4A5LRte
rosewood flooring,No,No,2420,605,Gray,Gray,NA,Nook's Cranny,,1.0.0,expensive,living room,None,Wood Floors,For sale,RoomTexFloorRoseWood00,5063,jA7bCaTtZq6Z2r4gr
rubber-tile flooring,No,No,700,175,Gray,Gray,NA,Nook's Cranny,,1.0.0,facility,shop,None,Tile Floors,For sale,RoomTexFloorRubberTile00,5163,YiBqEKfe7i4EuseqS
rush tatami,No,No,2200,550,Beige,Beige,NA,Nook's Cranny,,1.0.0,zen-style,living room,None,Tatami,For sale,RoomTexFloorTatami01,5079,rnwpHPKqefSS5Hhz8
rush tatami flooring,No,No,2200,550,Beige,Beige,NA,Nook's Cranny,,1.0.0,zen-style,living room,None,Tatami Panel,For sale,RoomTexFloorTatamiPanel01,5078,CYDJXEYacE5fPeLYJ
Saharah's desert,No,No,3000,750,Beige,Beige,NA,Saharah,,1.0.0,folk art,None,None,Nature - White,Not for sale,RoomTexFloorDesert00,4983,7cH3CsBAarxRhAkZ5
sakura-wood flooring,No,Yes,NFS,3200,Pink,Pink,NA,Crafting,,1.0.0,child's room,fancy,None,Wood Floors,Not for sale,RoomTexFloorSolidWood00,5056,QB6ZXiQbMQ6iWexQm
sandlot,No,No,3000,750,Yellow,Beige,NA,Saharah,,1.0.0,garden,None,None,Nature - Brown,Not for sale,RoomTexFloorEmptyLot00,4985,HZM5De52k9N4E3iei
sandy-beach flooring,No,Yes,NFS,4120,Beige,Beige,NA,Crafting,,1.0.0,ocean,None,None,Nature - White,Not for sale,RoomTexFloorSand00,4970,tDrdWs28RgvnyTMNC
sci-fi flooring,Yes,Yes,NFS,7500,Black,Black,NA,Crafting,,1.0.0,space,facility,None,Special Inorganic Floors,Not for sale,RoomSpFloorSF00,5270,NAEGL6s5arLj9y2ku
scramble crosswalk,No,No,3000,750,Gray,Gray,NA,Saharah,,1.0.0,facility,None,None,Sidewalk,Not for sale,RoomTexFloorScramble00,5010,EHdRo9mbi9QhCtdYN
sepia puzzle flooring,No,No,1450,362,Colorful,Colorful,NA,Nook's Cranny,,1.0.0,fancy,child's room,None,Puzzle Mat,For sale,RoomTexFloorPuzzleMat02,7184,ND2rTCs7dZjKiGXjC
ship deck,No,No,4000,1000,Beige,Beige,NA,Nook's Cranny,,1.0.0,ocean,None,None,Sports Floor,For sale,RoomTexFloorSeaView00,4950,X9tRZEzQMKRKd5rnz
sidewalk flooring,No,No,3000,750,Gray,Brown,NA,Saharah,,1.0.0,shop,facility,None,Sidewalk,Not for sale,RoomTexFloorSidewalk01,5008,3FteXxettQm7iZF2p
simple blue flooring,No,No,1500,375,Blue,Blue,NA,Nook's Cranny,,1.0.0,den,living room,None,Simple Carpet,For sale,RoomTexFloorSimpleCarpet01,5001,JKvF62fyqF6Pg9igx
simple purple flooring,No,No,1500,375,Purple,Purple,NA,Nook's Cranny,,1.0.0,den,expensive,None,Simple Carpet,For sale,RoomTexFloorSimpleCarpet03,5003,qn6BKtgHm5tmoDtAG
simple red flooring,No,No,1500,375,Red,Red,NA,Nook's Cranny,,1.0.0,den,expensive,None,Simple Carpet,For sale,RoomTexFloorSimpleCarpet00,5000,5WEw368jE8FK9LcPa
simple white flooring,No,No,1500,375,White,White,NA,Nook's Cranny,,1.0.0,living room,shop,None,Simple Carpet,For sale,RoomTexFloorSimpleCarpet04,5004,RwMEDYWk9YBgrtXmY
ski-slope flooring,No,Yes,NFS,3200,White,White,NA,Crafting,,1.0.0,freezing cold,None,None,Nature - White,Not for sale,RoomTexFloorGelande00,4989,NpqGszuaZckXifyju
skull-print flooring,No,No,3000,750,Black,Black,NA,Nook's Cranny,,1.0.0,horror,child's room,None,Cloth Floors,For sale,RoomTexFloorSkull00,5248,Ghp5z68RNmKQDDCzz
slate flooring,No,No,1380,345,Gray,Gray,NA,Nook's Cranny,,1.0.0,facility,shop,None,Stone Floors,For sale,RoomTexFloorSlate00,5233,hchG9hWK9Ci3iXzTN
starry-sands flooring,No,Yes,NFS,7720,Beige,White,NA,Crafting,,1.0.0,ocean,fancy,None,Nature - White,Not for sale,RoomTexFloorSandStar00,7239,54Jcui933sPTvdqXY
steel flooring,No,Yes,NFS,5250,Gray,Gray,NA,Crafting,,1.0.0,garage,facility,None,Iron,Not for sale,RoomTexFloorSteel00,4960,nYi4jRsp3MXrnPPDR
